Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Target
0,0.205882353,0.5,0.043956044,0,0.25,0.333333333,0.333333333,0.666666667,0.071428571,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0.333333333,0.117647059,0.5,0.032967033,0.25,0.75,0.333333333,1,0,0.071428571,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
1,0.117647059,0.75,0.076923077,0.75,1,0.666666667,1,1,0.642857143,1,0.333333333,1,0,0,0,0,1,0,0,0,0,0,1,1
0,0.294117647,0.5,0.06043956,1,0.75,0.333333333,1,1,0.232142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
0.666666667,0.161764706,1,0.06043956,1,0.5,0.666666667,1,1,0.357142857,1,0.333333333,0,1,0,0,0,1,0,0,0,0,0,1,1
0.333333333,0.117647059,0.5,0.054945055,0,1,1,0.666666667,0,0.375,0,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,-1
0,0.294117647,0.5,0.142857143,1,1,0.333333333,1,0,0.125,1,0,0,0,0,0,1,1,0,1,0,0,0,1,-1
0,0.470588235,1,0.434065934,0,0.5,0.333333333,0.333333333,1,0.107142857,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0.294117647,1,0.10989011,0.25,1,0.666666667,1,0.333333333,0.589285714,0,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.666666667,0.117647059,1,0.071428571,0.5,0,0.666666667,1,1,0.839285714,0,0.666666667,0,0,0,1,0,1,0,0,0,1,0,0,-1
0,0.294117647,0.5,0.065934066,1,0.5,0.333333333,1,0,0.107142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0.470588235,1,0.181318681,0,0.75,0.666666667,1,0.666666667,0.321428571,1,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,-1
0.333333333,0.205882353,0.5,0.203296703,0,0,0.333333333,1,0.666666667,0.857142857,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.514705882,1,0.258241758,0,0.75,0.666666667,0.333333333,0,0.107142857,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.294117647,1,0.093406593,0.75,1,0.666666667,1,0,0.732142857,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
0.333333333,0.117647059,0,0.065934066,0,0.5,0.666666667,0.333333333,0,0.214285714,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.235294118,0.5,0.346153846,1,0,0,1,0,0.732142857,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
0.333333333,0.205882353,0.5,0.093406593,0.75,0.5,0.666666667,0.333333333,0.333333333,0.285714286,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-1
1,0.264705882,0.5,0.137362637,0.5,1,0.666666667,1,0.666666667,0.375,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.159340659,0.5,1,0.666666667,0.666666667,1,0.232142857,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-1
1,0.073529412,0.5,0.115384615,0.25,0.25,0.333333333,1,0.333333333,0.053571429,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-1
0,0.205882353,0.5,0.401098901,1,1,0.666666667,1,0.333333333,0.571428571,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1
1,0.117647059,1,0.06043956,0,0.25,0.333333333,1,0.333333333,0.053571429,1,0.333333333,0,0,0,0,0,1,0,1,0,0,1,0,-1
0.333333333,0.073529412,0.5,0.071428571,1,0.25,0.666666667,0.333333333,0,0.285714286,1,0,0,0,0,1,0,1,0,0,1,1,0,0,-1
1,0.294117647,1,0.076923077,0,1,0.666666667,1,1,0.625,1,0.333333333,1,0,0,0,0,1,0,0,0,0,0,1,-1
0.333333333,0.205882353,1,0.087912088,0,1,0.333333333,1,0,0.517857143,0,0.333333333,0,1,0,0,0,0,0,1,0,0,1,0,-1
1,0.117647059,1,0.043956044,1,1,0.666666667,1,0.666666667,0.285714286,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.117647059,0.5,0.401098901,1,0,0.333333333,0.333333333,0,0.089285714,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-1
0,0.470588235,0.5,0.5,0,0.75,0.666666667,0,0.666666667,0.089285714,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
0.333333333,0.029411765,0.5,0.021978022,0,0.25,1,0.666666667,0,0.125,1,0,0,0,1,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.161764706,0,0.087912088,0,0.25,0.333333333,0,0,0.125,1,0.333333333,0,0,0,1,0,1,0,1,0,1,0,0,1
0.333333333,0.029411765,0.5,0.016483516,0,0.75,1,0.666666667,0,0.160714286,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1
0,0.470588235,1,0.516483516,0,0.75,0.666666667,1,0.666666667,0.089285714,1,0.333333333,0,1,0,0,1,1,0,0,1,0,0,1,1
1,0.029411765,1,0.076923077,0,0.75,0.333333333,0.333333333,0.666666667,0.089285714,1,0.333333333,0,1,0,0,0,1,0,1,0,0,0,1,-1
0,0.470588235,0.5,0.862637363,0,0,0,0.666666667,0.666666667,0.428571429,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1
0,0.205882353,0.5,0.06043956,0,0.5,1,0.666666667,0,0.125,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.117647059,0.5,0.049450549,0,0.5,1,0.333333333,0,0.142857143,1,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,-1
0.666666667,0.117647059,0.5,0.153846154,0,0.5,1,0,0.666666667,0.089285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.058823529,1,0.027472527,0,1,0.666666667,1,0,0.5,1,0.333333333,0,0,0,1,0,1,0,0,1,0,1,0,-1
1,0.205882353,1,0.197802198,0,0.25,0,0.333333333,0.666666667,0.285714286,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,-1
0,0.25,1,0.076923077,0,1,1,0.666666667,0.666666667,0.196428571,1,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.205882353,0,0.21978022,0,0.5,0.666666667,0.333333333,0.666666667,0.303571429,0.5,0.333333333,1,0,0,0,0,1,0,0,1,0,0,1,1
0,0.470588235,0.5,0.445054945,1,1,0.666666667,1,1,0.5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,0.294117647,0.75,0.120879121,0.5,0.5,0.666666667,0.333333333,0.666666667,0.446428571,1,0.333333333,1,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.205882353,0.5,0.054945055,0,0.25,0.333333333,0.666666667,0.666666667,0.071428571,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1
0.333333333,0.294117647,0.5,0.269230769,1,1,0.333333333,1,0.666666667,0.410714286,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.117647059,0,0.049450549,0,0.5,0.666666667,1,0.666666667,0.517857143,0,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.294117647,1,0.131868132,0,1,1,0.666666667,0,0.482142857,1,0.333333333,0,0,0,0,0,0,1,0,1,0,0,1,-1
0,0.470588235,0.5,0.274725275,0,0.75,0.666666667,0.333333333,0.333333333,0.178571429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.205882353,0.5,0.093406593,0,0.25,0.333333333,1,0,0.071428571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.25,0.5,0.208791209,1,0.75,0.666666667,0.666666667,0.666666667,0.285714286,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.054945055,0,0.25,1,0.333333333,0,0.160714286,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
0,0.073529412,0.5,0.065934066,0,0.75,0.666666667,1,0,0.714285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.117647059,0.5,0.027472527,0,1,0.666666667,1,0,0.678571429,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.235294118,1,0.10989011,0,0.5,1,0.333333333,0.333333333,0.25,0,0.333333333,0,0,1,1,0,0,0,1,0,0,0,1,1
1,0.294117647,1,0.208791209,1,0.75,0.666666667,1,0.333333333,0.428571429,1,0.333333333,0,1,0,0,1,1,0,0,1,0,0,1,-1
1,0.470588235,0.75,0.587912088,0,1,0.666666667,0.333333333,0.666666667,0.464285714,1,0.333333333,1,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.071428571,0.25,0.25,1,0.666666667,0,0.25,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.161764706,1,0.17032967,0,0.5,0.666666667,0.333333333,1,0.160714286,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1
1,0.294117647,1,0.307692308,0.75,0.5,0.666666667,0.333333333,0,0.142857143,1,0.333333333,0,0,0,0,1,1,0,0,1,0,0,1,-1
0,0.205882353,0.5,0.120879121,0,0.25,0.333333333,0,0.666666667,0.142857143,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.470588235,0.5,0.395604396,1,1,0.666666667,0.333333333,0.333333333,0.321428571,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.470588235,0.75,0.412087912,0.5,0.75,0.333333333,1,0.666666667,0.375,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.073529412,0.5,0.065934066,0,0.25,0.666666667,0.333333333,1,0.142857143,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0.382352941,1,0.357142857,1,0.75,0.666666667,0.666666667,0.333333333,0.303571429,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.417582418,0,0.75,0.666666667,0.666666667,0.666666667,0.339285714,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
1,0.294117647,0.5,0.5,1,0.5,0,1,1,0.517857143,1,0,0,1,0,0,1,1,0,0,0,0,0,1,-1
0.333333333,0.382352941,1,0.10989011,1,1,0.666666667,1,0,0.303571429,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.205882353,1,0.049450549,0,0,0.333333333,1,0.666666667,0.821428571,1,0.333333333,0,0,0,0,0,1,0,0,1,1,0,0,-1
0.333333333,0.647058824,0.5,0.851648352,0,0.5,0.666666667,0.333333333,0.666666667,0.071428571,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.352941176,0.25,0.417582418,1,0.25,0.666666667,1,0,0.375,0,0.333333333,1,1,0,0,1,0,0,1,0,0,0,1,-1
0,0.338235294,1,0.120879121,0,1,0.666666667,1,0.666666667,0.428571429,0.5,1,1,1,0,0,0,1,0,0,1,0,0,0,-1
0,0.117647059,1,0.10989011,0,0.5,0.666666667,1,0.333333333,0.339285714,0,0.333333333,0,0,1,1,0,1,0,0,1,0,1,0,-1
1,0.117647059,1,0.076923077,0.75,0.75,0.333333333,0.333333333,0.333333333,0.285714286,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-1
1,0.235294118,1,0.181318681,1,0.25,0,1,0,0.446428571,1,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.470588235,1,0.565934066,1,1,0.666666667,1,1,0.410714286,1,0.333333333,0,0,0,0,1,1,0,0,0,0,0,1,-1
0,0.25,0.5,0.197802198,1,0.75,0.666666667,0.333333333,0,0.089285714,1,0,0,0,1,1,0,0,1,0,1,0,1,0,-1
0.333333333,0.294117647,1,0.247252747,0,0.25,0.333333333,1,0.666666667,0.107142857,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.294117647,0.25,0.164835165,0,0.5,0.666666667,0.333333333,0.333333333,0.214285714,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1,0.088235294,0.5,0.142857143,0.25,0.5,0.666666667,0.333333333,0,0.232142857,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-1
0,0.294117647,0.5,0.120879121,0.25,0,0,0,0.333333333,0.25,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.073529412,0.5,0.065934066,0,0.25,0.333333333,1,0.333333333,0.053571429,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.333333333,0.117647059,0.5,0.098901099,0,0.75,0.666666667,1,0.333333333,0.196428571,1,0,1,1,0,1,0,1,0,1,0,0,0,1,-1
0,0.117647059,0.25,0.027472527,0,0.25,0.666666667,0.333333333,0.666666667,0.482142857,0,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,1
0,0.205882353,1,0.043956044,0,0.25,0.333333333,1,0.333333333,0.035714286,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-1
0,0.647058824,0.5,0.554945055,0,0.75,0.666666667,1,1,0.357142857,0.5,0.666666667,1,1,0,0,1,1,0,0,0,0,0,1,1
0,0.294117647,0.5,0.082417582,0,0.25,0.666666667,0,0.333333333,0.089285714,1,0,0,0,1,0,0,0,1,0,1,0,1,0,-1
0.333333333,0.073529412,0.5,0.082417582,0,0.25,0.333333333,0.333333333,0.666666667,0.053571429,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.073529412,1,0.054945055,0,0.5,0.666666667,0,0,0.196428571,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.117647059,1,0.016483516,0.5,1,0.666666667,1,0.333333333,0.410714286,1,0.333333333,1,1,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.382352941,0.75,0.093406593,0.25,0.25,0.666666667,0.666666667,1,0.196428571,0.5,0.333333333,0,0,0,0,0,1,0,0,1,0,0,0,1
0.333333333,0.029411765,0.5,0.104395604,0,0.25,1,0.666666667,0.666666667,0.196428571,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1
0.333333333,0.823529412,0.5,0.335164835,0,0.5,0.666666667,1,1,0.410714286,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0.088235294,0.5,0.071428571,0,0.5,0.666666667,0.333333333,0,0.214285714,1,0,1,0,1,1,0,1,0,0,1,0,1,0,-1
1,0.294117647,0.5,0.038461538,1,0.75,0.666666667,0.333333333,0.666666667,0.214285714,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.294117647,0.25,0.17032967,0.5,0.25,0.666666667,1,1,0.196428571,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1
0.333333333,0.205882353,1,0.186813187,0,0,1,0.666666667,0.666666667,0.375,1,0.666666667,1,1,0,0,0,1,0,0,1,1,0,0,-1
0.333333333,0.294117647,0.5,0.214285714,0.5,0.25,0.333333333,1,0.666666667,0.160714286,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
0.333333333,0.073529412,1,0.054945055,0,1,0.666666667,1,0,0.321428571,1,0.666666667,0,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.352941176,0.5,0.208791209,0,0.5,0.666666667,0.333333333,0.666666667,0.464285714,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0.333333333,0.294117647,0.5,0.159340659,0.25,1,0.666666667,1,1,0.196428571,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1
1,0.161764706,0.5,0.186813187,1,0.5,0.666666667,0.333333333,1,0.178571429,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.120879121,0.5,1,0.666666667,0.333333333,0.666666667,0.285714286,0,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.338235294,1,0.126373626,0.5,0.5,0.666666667,0.333333333,0.333333333,0.071428571,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.823529412,0.5,0.39010989,0,1,0.666666667,1,1,0.303571429,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0.382352941,1,0.142857143,0,0.5,0.333333333,0.333333333,0.666666667,0.25,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.666666667,0.294117647,0.5,0.06043956,0.5,0.5,0.333333333,0.666666667,0.666666667,0.678571429,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.029411765,0.5,0.032967033,0,0.5,0.333333333,0.666666667,0,0.803571429,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
0.333333333,0.205882353,0.75,0.120879121,1,1,0.666666667,0.333333333,0.333333333,0.410714286,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.647058824,0.5,0.252747253,0,0,0.666666667,0.333333333,0.666666667,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0.666666667,0.25,0.5,0.148351648,0.25,0.5,0.333333333,0,0.666666667,0.160714286,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-1
0.666666667,0.558823529,0,0.335164835,0,0.25,0,0,0.333333333,0.25,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.132352941,0.5,0.065934066,0.25,0,0.333333333,1,0,0.803571429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.294117647,0.5,0.351648352,0,0,0.666666667,0.333333333,1,0.178571429,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1
0.333333333,0.294117647,1,0.082417582,0,1,0.666666667,0.333333333,0.333333333,0.517857143,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.161764706,0.25,0.076923077,0.25,1,0.666666667,1,0.666666667,0.267857143,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.205882353,0.5,0.093406593,1,0.75,1,1,0.666666667,0.071428571,1,0.333333333,0,0,0,0,0,1,0,1,0,0,1,0,-1
0,0.382352941,0.5,0.203296703,0,0.5,0,1,0.333333333,0.375,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
0,0.602941176,0.5,0.087912088,0,0.5,0.666666667,1,1,0.071428571,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.333333333,0.602941176,1,0.241758242,0.25,0,0.666666667,1,0.666666667,0.142857143,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
0.333333333,0.647058824,0,0.450549451,0.5,0.25,0.333333333,0,0.666666667,0.196428571,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.117647059,0.5,0.148351648,1,0,0.666666667,1,1,0.339285714,1,0,0,1,0,1,0,1,0,0,1,0,0,0,-1
1,0.205882353,0.5,0.071428571,0,0.25,1,0,0.333333333,0.428571429,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1,0.294117647,0.5,0.186813187,0.25,1,0.666666667,1,0.666666667,0.214285714,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.470588235,0.75,0.104395604,0,0.75,0.666666667,0,0.666666667,0.089285714,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.470588235,0.5,0.593406593,0,0,0.333333333,0.333333333,0.666666667,0.125,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.117647059,0.5,0.093406593,0,0.5,0.333333333,1,0.333333333,0.178571429,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-1
0,0.294117647,1,0.054945055,0.75,1,0.333333333,1,0.333333333,0.678571429,1,0.333333333,0,1,0,0,0,1,0,1,0,0,0,0,-1
0.666666667,0.382352941,1,0.192307692,1,1,0.666666667,1,0.333333333,0.535714286,0.5,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.029411765,1,0.082417582,0,1,1,0.333333333,0,0.196428571,1,0.333333333,0,0,0,0,0,1,0,1,0,0,0,1,-1
0.333333333,0.25,0.75,0.120879121,0,0.5,0,1,0.333333333,0.5,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,-1
0.333333333,0.029411765,0.5,0.016483516,0,0.25,1,0,0.333333333,0.053571429,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.382352941,0.5,0.082417582,1,0.5,0.333333333,0,0.666666667,0.125,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.161764706,0.5,0.186813187,0,1,0.333333333,0.333333333,0.666666667,0.625,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-1
1,0.558823529,0.5,0.384615385,1,0.75,1,1,0.333333333,0.178571429,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-1
0,0.102941176,1,0.203296703,0,0.5,0.666666667,0.333333333,0,0.375,1,0.333333333,1,0,0,1,0,1,0,0,1,0,1,0,-1
0.333333333,0.161764706,0.5,0.071428571,0.25,0.5,0.666666667,0.333333333,0,0.053571429,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.395604396,0,0.5,0.666666667,1,0.333333333,0.428571429,1,0,1,0,0,1,0,1,0,0,1,0,1,0,-1
0,0.294117647,0.25,0.054945055,0,0,0.333333333,1,1,0.178571429,1,0.333333333,0,0,0,1,0,0,1,1,0,1,0,0,1
1,0.294117647,0.75,0.126373626,0,1,0.666666667,1,0.666666667,0.5,1,0.333333333,1,0,0,1,0,1,0,0,1,0,1,0,1
0.333333333,0.161764706,0.25,0.06043956,0.25,0.5,1,0.333333333,0.333333333,0.107142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
0.333333333,0.382352941,1,0.450549451,0,0.75,0.666666667,0.333333333,0.333333333,0.535714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.470588235,0.5,0.43956044,0,0.5,0.666666667,0.333333333,0.333333333,0.125,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
1,0.294117647,1,0.098901099,0,0.75,0.666666667,0.333333333,0.333333333,0.196428571,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.161764706,1,0.065934066,0,0.5,0.333333333,0.666666667,0.333333333,0.107142857,1,0.333333333,0,0,0,0,0,1,0,1,0,0,0,1,-1
1,0.117647059,1,0.186813187,1,0.25,0.666666667,0,0.333333333,0.321428571,1,0.333333333,1,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.470588235,0.5,0.208791209,0,0,0.666666667,0.666666667,0.333333333,0.196428571,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
1,0.117647059,0.5,0.120879121,1,1,0.666666667,0.666666667,0.666666667,0.553571429,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.117647059,0.5,0.082417582,0,0.75,0.333333333,1,0,0.214285714,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.117647059,0.5,0.032967033,0,1,0.666666667,1,0.666666667,0.339285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
-0.333333333,-0.058823529,0,-0.010989011,-0.25,-0.25,-0.333333333,-0.333333333,-0.333333333,-0.339285714,-0.5,-0.333333333,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
